qr_code,full_url
f7891f431c0172ad,https://farm.agribeacon.tech/product-traceability/f7891f431c0172ad
0aeaad36430997d0,https://farm.agribeacon.tech/product-traceability/0aeaad36430997d0
659a511358756f9a,https://farm.agribeacon.tech/product-traceability/659a511358756f9a
eab8c5994494fbab,https://farm.agribeacon.tech/product-traceability/eab8c5994494fbab
8932bfd22ba0c698,https://farm.agribeacon.tech/product-traceability/8932bfd22ba0c698
c2f30f0f53cd041e,https://farm.agribeacon.tech/product-traceability/c2f30f0f53cd041e
d3dd546c86ee0fd7,https://farm.agribeacon.tech/product-traceability/d3dd546c86ee0fd7
f71e4eef2a9e1784,https://farm.agribeacon.tech/product-traceability/f71e4eef2a9e1784
3afcf5cd75ce1a9b,https://farm.agribeacon.tech/product-traceability/3afcf5cd75ce1a9b
8dd1dd2b1212339f,https://farm.agribeacon.tech/product-traceability/8dd1dd2b1212339f
707f3ffa2df451d7,https://farm.agribeacon.tech/product-traceability/707f3ffa2df451d7
ba18e352cb12c657,https://farm.agribeacon.tech/product-traceability/ba18e352cb12c657
c14f31a844b8f748,https://farm.agribeacon.tech/product-traceability/c14f31a844b8f748
415a409042958a9f,https://farm.agribeacon.tech/product-traceability/415a409042958a9f
bc1cfc32a715897f,https://farm.agribeacon.tech/product-traceability/bc1cfc32a715897f
7f65a5317e8bab65,https://farm.agribeacon.tech/product-traceability/7f65a5317e8bab65
5bf6aafe9a2937e9,https://farm.agribeacon.tech/product-traceability/5bf6aafe9a2937e9
8728baac7fa87018,https://farm.agribeacon.tech/product-traceability/8728baac7fa87018
c7ede650827026e1,https://farm.agribeacon.tech/product-traceability/c7ede650827026e1
3afcdf32e2134afb,https://farm.agribeacon.tech/product-traceability/3afcdf32e2134afb
b90714577fa0f35c,https://farm.agribeacon.tech/product-traceability/b90714577fa0f35c
6c36391df33e1b2e,https://farm.agribeacon.tech/product-traceability/6c36391df33e1b2e
b14f56c2b3772fd2,https://farm.agribeacon.tech/product-traceability/b14f56c2b3772fd2
b5beb11464e9ac8c,https://farm.agribeacon.tech/product-traceability/b5beb11464e9ac8c
e2b00339bf79c6f0,https://farm.agribeacon.tech/product-traceability/e2b00339bf79c6f0
a10a4f284e02c9f2,https://farm.agribeacon.tech/product-traceability/a10a4f284e02c9f2
9303cf3a0ed24c31,https://farm.agribeacon.tech/product-traceability/9303cf3a0ed24c31
192e88ba92d62a6b,https://farm.agribeacon.tech/product-traceability/192e88ba92d62a6b
82b07bd611772123,https://farm.agribeacon.tech/product-traceability/82b07bd611772123
01b17fadb03b5da6,https://farm.agribeacon.tech/product-traceability/01b17fadb03b5da6
f0fcb91cbac6b9a8,https://farm.agribeacon.tech/product-traceability/f0fcb91cbac6b9a8
c78d55a2f2b3ed82,https://farm.agribeacon.tech/product-traceability/c78d55a2f2b3ed82
dfb9a58183d7a179,https://farm.agribeacon.tech/product-traceability/dfb9a58183d7a179
4a00fa4d015927a2,https://farm.agribeacon.tech/product-traceability/4a00fa4d015927a2
e93acb8530179452,https://farm.agribeacon.tech/product-traceability/e93acb8530179452
600bdf5557c75671,https://farm.agribeacon.tech/product-traceability/600bdf5557c75671
ae38cadcda1005f9,https://farm.agribeacon.tech/product-traceability/ae38cadcda1005f9
72ac766bdfe29ba8,https://farm.agribeacon.tech/product-traceability/72ac766bdfe29ba8
10f76bcaf3fcfe65,https://farm.agribeacon.tech/product-traceability/10f76bcaf3fcfe65
87d7ce7138e56ddd,https://farm.agribeacon.tech/product-traceability/87d7ce7138e56ddd
f4f7ea639d331970,https://farm.agribeacon.tech/product-traceability/f4f7ea639d331970
ae63699a8020471c,https://farm.agribeacon.tech/product-traceability/ae63699a8020471c
1df39952c1d90914,https://farm.agribeacon.tech/product-traceability/1df39952c1d90914
a7cc6310a81a87c6,https://farm.agribeacon.tech/product-traceability/a7cc6310a81a87c6
d84900f7c3a317d6,https://farm.agribeacon.tech/product-traceability/d84900f7c3a317d6
7ca869b71a28e3b5,https://farm.agribeacon.tech/product-traceability/7ca869b71a28e3b5
9a2db110c4a0914a,https://farm.agribeacon.tech/product-traceability/9a2db110c4a0914a
2add193e0e57e8e9,https://farm.agribeacon.tech/product-traceability/2add193e0e57e8e9
900cad1303dff712,https://farm.agribeacon.tech/product-traceability/900cad1303dff712
0dd4e3e3c37d8e09,https://farm.agribeacon.tech/product-traceability/0dd4e3e3c37d8e09
f2f3cfd06c530485,https://farm.agribeacon.tech/product-traceability/f2f3cfd06c530485
7db8ef404ddd5bff,https://farm.agribeacon.tech/product-traceability/7db8ef404ddd5bff
efbc0f88b37b8378,https://farm.agribeacon.tech/product-traceability/efbc0f88b37b8378
80c25c6325e0fb73,https://farm.agribeacon.tech/product-traceability/80c25c6325e0fb73
1a83b76498c58c59,https://farm.agribeacon.tech/product-traceability/1a83b76498c58c59
074f3e7f98fc3466,https://farm.agribeacon.tech/product-traceability/074f3e7f98fc3466
5a7d0ebfd58adbeb,https://farm.agribeacon.tech/product-traceability/5a7d0ebfd58adbeb
fa25e9fcde445765,https://farm.agribeacon.tech/product-traceability/fa25e9fcde445765
69a8b9adfe54cb92,https://farm.agribeacon.tech/product-traceability/69a8b9adfe54cb92
2062e955262ed2d7,https://farm.agribeacon.tech/product-traceability/2062e955262ed2d7
14922c85337a38b3,https://farm.agribeacon.tech/product-traceability/14922c85337a38b3
bafbc082ab08a878,https://farm.agribeacon.tech/product-traceability/bafbc082ab08a878
8d4236322465d400,https://farm.agribeacon.tech/product-traceability/8d4236322465d400
7d20952f255f183e,https://farm.agribeacon.tech/product-traceability/7d20952f255f183e
9b5a601961d64f00,https://farm.agribeacon.tech/product-traceability/9b5a601961d64f00
9423a15cf149f989,https://farm.agribeacon.tech/product-traceability/9423a15cf149f989
2209bb5a2456d6b3,https://farm.agribeacon.tech/product-traceability/2209bb5a2456d6b3
bfc3aec404264f80,https://farm.agribeacon.tech/product-traceability/bfc3aec404264f80
a8288b5924fbfe8f,https://farm.agribeacon.tech/product-traceability/a8288b5924fbfe8f
f41234cdfc775e54,https://farm.agribeacon.tech/product-traceability/f41234cdfc775e54
8171542b985d1b39,https://farm.agribeacon.tech/product-traceability/8171542b985d1b39
a6aaf442319cc787,https://farm.agribeacon.tech/product-traceability/a6aaf442319cc787
c1bb9cdbf4d838b6,https://farm.agribeacon.tech/product-traceability/c1bb9cdbf4d838b6
bf89e846efbd1547,https://farm.agribeacon.tech/product-traceability/bf89e846efbd1547
cdf3fb3bb10f26f0,https://farm.agribeacon.tech/product-traceability/cdf3fb3bb10f26f0
ed0e62c2ea85a7fa,https://farm.agribeacon.tech/product-traceability/ed0e62c2ea85a7fa
f9f269be5b9ffcc8,https://farm.agribeacon.tech/product-traceability/f9f269be5b9ffcc8
0dc9d37c9febc129,https://farm.agribeacon.tech/product-traceability/0dc9d37c9febc129
f6f8c9a0a8efdeaa,https://farm.agribeacon.tech/product-traceability/f6f8c9a0a8efdeaa
db9754f91caffa0d,https://farm.agribeacon.tech/product-traceability/db9754f91caffa0d
bbb30ef51260ee38,https://farm.agribeacon.tech/product-traceability/bbb30ef51260ee38
86c8e8c36bdda847,https://farm.agribeacon.tech/product-traceability/86c8e8c36bdda847
87e67cd14f4d545e,https://farm.agribeacon.tech/product-traceability/87e67cd14f4d545e
25e18cac2340d4ea,https://farm.agribeacon.tech/product-traceability/25e18cac2340d4ea
1458653c3abd2b46,https://farm.agribeacon.tech/product-traceability/1458653c3abd2b46
2fe18042ffcc697a,https://farm.agribeacon.tech/product-traceability/2fe18042ffcc697a
dd0c1b8539fac311,https://farm.agribeacon.tech/product-traceability/dd0c1b8539fac311
ee4ad4113aa39608,https://farm.agribeacon.tech/product-traceability/ee4ad4113aa39608
0da0f8d695e08c4c,https://farm.agribeacon.tech/product-traceability/0da0f8d695e08c4c
f91f0822453f4681,https://farm.agribeacon.tech/product-traceability/f91f0822453f4681
480aba4a628bec94,https://farm.agribeacon.tech/product-traceability/480aba4a628bec94
2e85f79ff4686c9b,https://farm.agribeacon.tech/product-traceability/2e85f79ff4686c9b
b6c1bbffa8ea4553,https://farm.agribeacon.tech/product-traceability/b6c1bbffa8ea4553
7bb5a7ccbaffed79,https://farm.agribeacon.tech/product-traceability/7bb5a7ccbaffed79
c1491ab10496fa6e,https://farm.agribeacon.tech/product-traceability/c1491ab10496fa6e
c0c1c5a303aa1068,https://farm.agribeacon.tech/product-traceability/c0c1c5a303aa1068
d117def6ad1caa45,https://farm.agribeacon.tech/product-traceability/d117def6ad1caa45
cc2b99b2ad5ca742,https://farm.agribeacon.tech/product-traceability/cc2b99b2ad5ca742
320e0460a554b99f,https://farm.agribeacon.tech/product-traceability/320e0460a554b99f
